txtStim,stimFile,AI_Resp,ExplanationFile,Loop_1.thisRepN,Loop_1.thisTrialN,Loop_1.thisN,Loop_1.thisIndex,Loop_2.thisRepN,Loop_2.thisTrialN,Loop_2.thisN,Loop_2.thisIndex,Loop_3.thisRepN,Loop_3.thisTrialN,Loop_3.thisN,Loop_3.thisIndex,Loop_4.thisRepN,Loop_4.thisTrialN,Loop_4.thisN,Loop_4.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,Q1_Slider.response,Q1_Slider.rt,Q1_Slider.started,Q1_Slider.stopped,Q2_Slider.response,Q2_Slider.rt,Q2_Slider.started,Q2_Slider.stopped,Q3_Slider.response,Q3_Slider.rt,Q3_Slider.started,Q3_Slider.stopped,Q4_Slider.response,Q4_Slider.rt,Q4_Slider.started,Q4_Slider.stopped,Q5_Slider.response,Q5_Slider.rt,Q5_Slider.started,Q5_Slider.stopped,Q6_Slider.response,Q6_Slider.rt,Q6_Slider.started,Q6_Slider.stopped,Q7_Slider.response,Q7_Slider.rt,Q7_Slider.started,Q7_Slider.stopped,Q8_Slider.response,Q8_Slider.rt,Q8_Slider.started,Q8_Slider.stopped,Q9_Slider.response,Q9_Slider.rt,Q9_Slider.started,Q9_Slider.stopped,Q10_Slider.response,Q10_Slider.rt,Q10_Slider.started,Q10_Slider.stopped,Q11_Slider.response,Q11_Slider.rt,Q11_Slider.started,Q11_Slider.stopped,Q12_Slider.response,Q12_Slider.rt,Q12_Slider.started,Q12_Slider.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,mouse_2.started,mouse_2.stopped,Click_to_Continue_2.started,Click_to_Continue_2.stopped,Q13_Slider.response,Q13_Slider.rt,Q13_Slider.started,Q13_Slider.stopped,Q14_Slider.response,Q14_Slider.rt,Q14_Slider.started,Q14_Slider.stopped,Q15_Slider.response,Q15_Slider.rt,Q15_Slider.started,Q15_Slider.stopped,Q16_Slider.response,Q16_Slider.rt,Q16_Slider.started,Q16_Slider.stopped,Q17_Slider.response,Q17_Slider.rt,Q17_Slider.started,Q17_Slider.stopped,Q18_Slider.response,Q18_Slider.rt,Q18_Slider.started,Q18_Slider.stopped,Q19_Slider.response,Q19_Slider.rt,Q19_Slider.started,Q19_Slider.stopped,Q20_Slider.response,Q20_Slider.rt,Q20_Slider.started,Q20_Slider.stopped,Q21_Slider.response,Q21_Slider.rt,Q21_Slider.started,Q21_Slider.stopped,Q22_Slider.response,Q22_Slider.rt,Q22_Slider.started,Q22_Slider.stopped,Q23_Slider.response,Q23_Slider.rt,Q23_Slider.started,Q23_Slider.stopped,PresstoCont_2.started,PresstoCont_2.stopped,PresstoCont_7.started,PresstoCont_7.stopped,PresstoCont_8.started,PresstoCont_8.stopped,Intro_Text.started,Intro_Text.stopped,Stim_slider.response,Stim_slider.rt,Stim_slider.started,Stim_slider.stopped,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.time,mouse_5.clicked_name,mouse_5.started,mouse_5.stopped,Click_to_Continue_5.started,Click_to_Continue_5.stopped,trial_start,Choice_2_Intro_Txt.started,Choice_2_Intro_Txt.stopped,Question_Txt_7.started,Question_Txt_7.stopped,Accept_Deny_Button_7.response,Accept_Deny_Button_7.rt,Accept_Deny_Button_7.started,Accept_Deny_Button_7.stopped,ConfidenceSlider_7.response,ConfidenceSlider_7.rt,ConfidenceSlider_7.started,ConfidenceSlider_7.stopped,Experimental_Images_7.started,Experimental_Images_7.stopped,DenySlider_7.response,DenySlider_7.rt,DenySlider_7.started,DenySlider_7.stopped,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.time,mouse_10.clicked_name,mouse_10.started,mouse_10.stopped,Click_to_Continue_10.started,Click_to_Continue_10.stopped,trial_end,end_Txt.started,end_Txt.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Question 5:,stim/Tp_D_CRN_M_N_txt00017_txt00063_10836.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/feature_based_Tp_D_CRN_M_N_txt00017_txt00063_10836.jpg.png,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:47:18",271.8984103999974,281.9220473000023,281.8981898999773,None,1.0,14.279255600005854,281.8981898999773,None,4.0,15.054400099994382,281.8981898999773,None,281.8981898999773,None,1.0,15.97963789998903,281.8981898999773,None,"[-0.5648148, -0.3564815, 0.29259259, 0.5601852]","[-0.094444446, -0.30462962, -0.19629629, -0.43888888]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[4.138756400003331, 4.913801299990155, 5.808365500008222, 7.176737800007686]",['Click_to_Continue_10'],10.019314969977131,None,287.9093914999976,None,"Friday, July 22, 2022 11:47:35",,,000_1,002,2022-07-22_11h43.30.481,CSVTrial,2022.1.3,60.00740491426483,
Question 6:,stim/Tp_D_CRN_S_N_ani10205_ani10206_12417.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/feature_based_Tp_D_CRN_S_N_ani10205_ani10206_12417.jpg.png,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:47:35",289.13610909998533,299.17309009999735,299.14828239998315,None,2.0,15.036160399991786,299.14828239998315,None,4.0,15.773148100008257,299.14828239998315,None,299.14828239998315,None,1.0,16.642795799998567,299.14828239998315,None,"[-0.3287037, -0.3462963, 0.30555555, 0.53981483]","[-0.096296296, -0.29444444, -0.18796296, -0.4425926]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[4.863275700015947, 5.573221300001023, 6.520515600015642, 7.3404781999997795]",['Click_to_Continue_10'],10.02580765998573,None,305.8081272999989,None,"Friday, July 22, 2022 11:47:53",,,000_1,002,2022-07-22_11h43.30.481,CSVTrial,2022.1.3,60.00740491426483,
Question 7:,stim/Au_txt_00038.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/feature_based_Au_txt_00038.jpg.png,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:47:53",306.54034489998594,316.5612331999873,316.5612331999873,None,1.0,17.55014370000572,316.5612331999873,None,4.0,18.564701600000262,316.5612331999873,None,316.5612331999873,None,3.0,19.66138089998276,316.5612331999873,None,"[-0.587963, -0.5694444, -0.3638889, 0.49537036, 0.5175926]","[-0.10462963, -0.106481485, -0.29166666, -0.19444445, -0.45833334]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[6.355681799992453, 7.377892899996368, 8.392771100014215, 9.531198200013023, 10.591623800020898]",['Click_to_Continue_10'],10.026846669992665,None,326.2308210999763,None,"Friday, July 22, 2022 11:48:13",,,000_1,002,2022-07-22_11h43.30.481,CSVTrial,2022.1.3,60.00740491426483,
Question 8:,stim/Tp_D_CRN_S_N_cha10149_cha10148_12225.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/feature_based_Tp_D_CRN_S_N_cha10149_cha10148_12225.jpg.png,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:48:13",327.19997539999895,337.2359394999803,337.2119964000012,None,2.0,14.911715399997775,337.2119964000012,None,4.0,15.573567900020862,337.2119964000012,None,337.2119964000012,None,1.0,16.631934600009117,337.2119964000012,None,"[-0.30833334, -0.32222223, -0.35, 0.31574073, 0.56296295]","[-0.10462963, -0.08796296, -0.29444444, -0.18611111, -0.4398148]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[4.09511019999627, 4.7741017999942414, 5.436868199991295, 6.476609700010158, 7.441041799989762]",['Click_to_Continue_10'],10.022679169982439,None,343.8619766999909,None,"Friday, July 22, 2022 11:48:31",,,000_1,002,2022-07-22_11h43.30.481,CSVTrial,2022.1.3,60.00740491426483,
Question 9:,stim/Au_ani_00023.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/feature_based_Au_ani_00023.jpg.png,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:48:31",344.6974634999933,354.73577199998545,354.7099423999898,None,1.0,14.244492600002559,354.7099423999898,None,4.0,15.188544899981935,354.7099423999898,None,354.7099423999898,None,1.0,16.870306800003164,354.7099423999898,None,"[-0.6009259, -0.57685184, -0.3611111, 0.3148148, 0.53333336]","[-0.11111111, -0.098148145, -0.30925927, -0.20648149, -0.44351852]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[3.5831883999926504, 4.0904545999947, 5.028971099993214, 6.718174199981149, 7.5354466999997385]",['Click_to_Continue_10'],10.025487269973382,None,361.5980108999938,None,"Friday, July 22, 2022 11:48:48",,,000_1,002,2022-07-22_11h43.30.481,CSVTrial,2022.1.3,60.00740491426483,
Question 10:,stim/Tp_D_CRN_S_N_nat00099_ani00017_10220.tif,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/feature_based_Tp_D_CRN_S_N_nat00099_ani00017_10220.tif.png,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:48:49",362.2937771999859,372.3091587999952,372.3091587999952,None,1.0,17.100488700001733,372.3091587999952,None,4.0,18.866645100002643,372.3091587999952,None,372.3091587999952,None,3.0,20.96008669998264,372.3091587999952,None,"[-0.59537035, -0.587963, -0.36481482, 0.50555557, 0.51944447]","[-0.10277778, -0.097222224, -0.29907408, -0.19814815, -0.44537038]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[6.412643999996362, 6.945565100002568, 8.704109099984635, 10.806326599995373, 11.643733200005954]",['Click_to_Continue_10'],10.024414069979684,None,383.28458429998136,None,"Friday, July 22, 2022 11:49:10",,,000_1,002,2022-07-22_11h43.30.481,CSVTrial,2022.1.3,60.00740491426483,
Question 11:,stim/Au_txt_00042.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/feature_based_Au_txt_00042.jpg.png,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:49:10",383.99441729998216,394.00852360000135,394.00852360000135,None,2.0,14.747220999997808,394.00852360000135,None,4.0,15.511994000000414,394.00852360000135,None,394.00852360000135,None,1.0,18.253227999986848,394.00852360000135,None,"[-0.3074074, -0.325, -0.3537037, 0.28055555, 0.2888889, 0.30092594, 0.5416667]","[-0.107407406, -0.09537037, -0.3, -0.18611111, -0.18703704, -0.19166666, -0.4425926]","[1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[3.840075699990848, 4.590246199979447, 5.3245882999908645, 6.564136000000872, 7.374647299991921, 8.129506999976002, 9.052654699975392]",['Click_to_Continue_10'],10.029332269972656,None,402.27749959999346,None,"Friday, July 22, 2022 11:49:29",,,000_1,002,2022-07-22_11h43.30.481,CSVTrial,2022.1.3,60.00740491426483,
Question 12:,stim/Au_art_30309.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/feature_based_Au_art_30309.jpg.png,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:49:29",403.10483649998787,413.13236560000223,413.1078615000006,None,1.0,15.8095469000109,413.1078615000006,None,4.0,17.429020100011257,413.1078615000006,None,413.1078615000006,None,3.0,19.121374800015474,413.1078615000006,None,"[-0.5861111, -0.35092592, 0.49537036, 0.57685184]","[-0.08425926, -0.29074073, -0.18425927, -0.45092592]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[5.665796699991915, 7.257404799980577, 9.00781479998841, 9.61728609999409]",['Click_to_Continue_10'],10.016011269966839,None,422.25762530000065,None,"Friday, July 22, 2022 11:49:49",,,000_1,002,2022-07-22_11h43.30.481,CSVTrial,2022.1.3,60.00740491426483,
Question 13:,stim/Au_cha_30168.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/feature_based_Au_cha_30168.jpg.png,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:49:49",422.77442099998007,432.7904217999894,432.7904217999894,None,2.0,19.380566700012423,432.7904217999894,None,4.0,20.191743100003805,432.7904217999894,None,432.7904217999894,None,1.0,21.47621199997957,432.7904217999894,None,"[-0.33240741, -0.34444445, 0.3037037, 0.57592595]","[-0.09537037, -0.29259259, -0.19074073, -0.4398148]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[9.216406199993799, 10.02895089998492, 11.350366400001803, 12.220003499998711]",['Click_to_Continue_10'],10.023115269985283,None,444.2814282999898,None,"Friday, July 22, 2022 11:50:11",,,000_1,002,2022-07-22_11h43.30.481,CSVTrial,2022.1.3,60.00740491426483,
Question 14:,stim/Tp_D_CRN_M_N_nat10154_nat10140_12075.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/feature_based_Tp_D_CRN_M_N_nat10154_nat10140_12075.jpg.png,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:50:11",445.0686940999876,455.10039519998827,455.0757786000031,None,1.0,16.409618200006662,455.0757786000031,None,4.0,17.517319100006716,455.0757786000031,None,455.0757786000031,None,3.0,19.878780400002142,455.0757786000031,None,"[-0.5888889, -0.57314813, -0.34351853, 0.5185185, 0.51111114, 0.50277776, 0.5, 0.5287037]","[-0.10185185, -0.098148145, -0.29537037, -0.19074073, -0.19907407, -0.19259259, -0.19259259, -0.43333334]","[1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[5.767783900024369, 6.245111100026406, 7.383678300015163, 8.298635600018315, 9.024181100015994, 9.580894700018689, 9.757468200026779, 10.413247900025453]",['Click_to_Continue_10'],10.024309459986398,None,464.8331044999941,None,"Friday, July 22, 2022 11:50:32",,,000_1,002,2022-07-22_11h43.30.481,CSVTrial,2022.1.3,60.00740491426483,
Question 15:,stim/Tp_D_CRN_M_N_nat10157_nat00013_12048.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/feature_based_Tp_D_CRN_M_N_nat10157_nat00013_12048.jpg.png,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:50:32",465.5384443999792,475.55542809999315,475.55542809999315,None,1.0,15.23041160000139,475.55542809999315,None,4.0,16.101559299975634,475.55542809999315,None,475.55542809999315,None,3.0,17.47037769999588,475.55542809999315,None,"[-0.57685184, -0.35462964, 0.49537036, 0.56296295]","[-0.09166667, -0.29166666, -0.18425927, -0.44166666]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[5.063714300020365, 5.960318199999165, 7.342945500015048, 8.033579700015252]",['Click_to_Continue_10'],10.027135969983647,None,483.0381843999785,None,"Friday, July 22, 2022 11:50:50",,,000_1,002,2022-07-22_11h43.30.481,CSVTrial,2022.1.3,60.00740491426483,
Question 16:,stim/Au_ind_30013.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/feature_based_Au_ind_30013.jpg.png,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:50:50",483.63872999997693,493.65746149999904,493.65746149999904,None,2.0,18.52957569999853,493.65746149999904,None,4.0,19.295828700007405,493.65746149999904,None,493.65746149999904,None,1.0,20.7334705000103,493.65746149999904,None,"[-0.31388888, -0.3537037, 0.28796297, 0.30833334, 0.5462963]","[-0.087037034, -0.2888889, -0.20185184, -0.17962962, -0.44351852]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[8.322862500004703, 9.10041720001027, 9.914896800008137, 10.599885000003269, 12.078075199999148]",['Click_to_Continue_10'],10.027200869983062,None,504.40355129999807,None,"Friday, July 22, 2022 11:51:12",,,000_1,002,2022-07-22_11h43.30.481,CSVTrial,2022.1.3,60.00740491426483,
Question 17:,stim/Tp_D_CRN_M_N_pla00010_pla00020_10001.tif,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/feature_based_Tp_D_CRN_M_N_pla00010_pla00020_10001.tif.png,,,,,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:51:12",505.7760392999917,515.8145469999872,515.7901937999995,None,2.0,20.1025929999887,515.7901937999995,None,4.0,20.91813230002299,515.7901937999995,None,515.7901937999995,None,1.0,23.433762300002854,515.7901937999995,None,"[-0.34537038, -0.35092592, 0.28611112, 0.3, 0.60555553]","[-0.094444446, -0.2898148, -0.19444445, -0.19722222, -0.44814816]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[9.9200797000085, 10.733894700009841, 12.000929200003156, 13.16503050000756, 14.006362000014633]",['Click_to_Continue_10'],10.030766769952606,None,529.2440906999982,None,"Friday, July 22, 2022 11:51:36",,,000_1,002,2022-07-22_11h43.30.481,CSVTrial,2022.1.3,60.00740491426483,
Question 18:,stim/Au_ind_30024.jpg.png,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/feature_based_Au_ind_30024.jpg.png,,,,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:51:36",529.8401079000032,539.8796304999851,539.8544326999981,None,2.0,14.895281799981603,539.8544326999981,None,4.0,17.092290100001264,539.8544326999981,None,539.8544326999981,None,1.0,18.403466399991885,539.8544326999981,None,"[-0.3398148, -0.3537037, 0.3037037, 0.5388889]","[-0.106481485, -0.30833334, -0.19814815, -0.45]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[4.739420900004916, 6.933122700022068, 8.24848780001048, 9.209922800015192]",['Click_to_Continue_10'],10.027568969962886,None,548.2749365999771,None,"Friday, July 22, 2022 11:51:55",,,000_1,002,2022-07-22_11h43.30.481,CSVTrial,2022.1.3,60.00740491426483,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.8840743999753613,552.1147072000022,580.4775213999965,3.0,4.331106099998578,552.1147072000022,580.4775213999965,3.0,5.848888300010003,552.1147072000022,580.4775213999965,3.0,8.150390399998287,552.1147072000022,580.4775213999965,3.0,9.683656099979999,552.1147072000022,580.4775213999965,3.0,13.732276000024285,552.1147072000022,580.4775213999965,3.0,17.708650699991267,552.1147072000022,580.4775213999965,2.0,20.250958199991146,552.1147072000022,580.4775213999965,4.0,23.317800299992086,552.1147072000022,580.4775213999965,4.0,25.43213060000562,552.1147072000022,580.4775213999965,4.0,27.405315799987875,552.1147072000022,580.4775213999965,4.0,28.378578100004233,552.1147072000022,580.4775213999965,"[-0.45833334, -0.44722223, -0.4601852, -0.43796295, -0.45, -0.45833334, 0.43425927, 0.3351852, 0.5546296, 0.56574076, 0.5703704, 0.5611111, -0.32962963, -0.5601852, -0.5611111, -0.5601852, -0.45, -0.56666666, -0.5611111, -0.44814816, 0.4537037, 0.45, 0.4601852, 0.46666667, 0.44537038, 0.4611111, 0.51111114]","[0.39166668, 0.23888889, 0.1, -0.06111111, -0.19814815, -0.36018518, 0.3962963, 0.2361111, 0.10185185, -0.04537037, -0.18518518, -0.35, 0.4101852, 0.24166666, 0.087037034, -0.044444446, -0.20277777, -0.21944444, -0.20833333, -0.3425926, 0.39722222, 0.25, 0.11203704, -0.05462963, -0.17870371, -0.2037037, -0.4425926]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2.581734300008975, 4.1169614999962505, 5.539414300001226, 7.837131899985252, 9.36328429999412, 13.479960199998459, 17.47846449998906, 19.925745599990478, 23.060013699985575, 25.16634460000205, 27.158289399987552, 28.218752199987648, 31.841863300011028, 36.95031059999019, 40.079383900010725, 46.33663000000524, 48.92096409999067, 52.91959929998848, 53.723084299999755, 57.98516599999857, 62.05740910000168, 63.026428899989696, 64.69930919999024, 65.9865540000028, 66.57070959999692, 67.22595039999578, 68.51152739999816]",['Click_to_Continue_2'],0.012897829990833998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000_1,002,2022-07-22_11h43.30.481,CSVTrial,2022.1.3,60.00740491426483,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.5132344999874,None,4.0,32.071365900017554,580.4775213999965,None,2.0,37.11392999999225,580.4775213999965,None,2.0,40.316569699993124,580.4775213999965,None,2.0,46.590880200004904,580.4775213999965,None,2.0,53.88896800001385,580.4775213999965,None,3.0,58.1552463999833,580.4775213999965,None,3.0,62.22867160002352,580.4775213999965,None,3.0,63.28175560000818,580.4775213999965,None,3.0,64.87245769999572,580.4775213999965,None,3.0,66.16380249999929,580.4775213999965,None,3.0,67.41254019999178,580.4775213999965,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.6025522999989,None,,,,,,,
